sport,year,brand,set_name,card_number,player_name,team,image_url,is_rookie
Hockey,2023-24,O Pee Chee,Base,17,Brad Marchand,Boston Bruins,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474467.jpg,False
Hockey,2023-24,O Pee Chee,Base,18,Nick Suzuki,Montreal Canadiens,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474468.jpg,False
Hockey,2023-24,O Pee Chee,Base,19,Clayton Keller,Arizona Coyotes,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474469.jpg,False
Hockey,2023-24,O Pee Chee,Base,20,Aleksander Barkov,Florida Panthers,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474470.jpg,False
Hockey,2023-24,O Pee Chee,Base,21,Vitek Vanecek,New Jersey Devils,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474471.jpg,False
Hockey,2023-24,O Pee Chee,Base,22,Robert Thomas,St. Louis Blues,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474472.jpg,False
Hockey,2023-24,O Pee Chee,Base,23,Spencer Knight,Florida Panthers,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474473.jpg,False
Hockey,2023-24,O Pee Chee,Base,24,Alexis Lafreniere,New York Rangers,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474474.jpg,False
Hockey,2023-24,O Pee Chee,Base,25,Elias Lindholm,Calgary Flames,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474475.jpg,False
Hockey,2023-24,O Pee Chee,Base,26,Owen Tippett,Philadelphia Flyers,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474476.jpg,False
Hockey,2023-24,O Pee Chee,Base,27,Andrei Kuzmenko,Vancouver Canucks,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474477.jpg,False
Hockey,2023-24,O Pee Chee,Base,28,Ryan Nugent-Hopkins,Edmonton Oilers,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474478.jpg,False
Hockey,2023-24,O Pee Chee,Base,29,Kris Letang,Pittsburgh Penguins,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474479.jpg,False
Hockey,2023-24,O Pee Chee,Base,30,Matias Maccelli,Arizona Coyotes,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474480.jpg,False
Hockey,2023-24,O Pee Chee,Base,31,J.T. Compher,Colorado Avalanche,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474481.jpg,False
Hockey,2023-24,O Pee Chee,Base,32,Max Domi,Chicago Blackhawks,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474482.jpg,False
Hockey,2023-24,O Pee Chee,Base,33,Noah Cates,Philadelphia Flyers,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474483.jpg,False
Hockey,2023-24,O Pee Chee,Base,34,Dylan Strome,Washington Capitals,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474484.jpg,False
Hockey,2023-24,O Pee Chee,Base,35,Filip Forsberg,Nashville Predators,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474485.jpg,False
Hockey,2023-24,O Pee Chee,Base,36,Mats Zuccarello,Minnesota Wild,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474486.jpg,False
Hockey,2023-24,O Pee Chee,Base,37,Nicklas Backstrom,Washington Capitals,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474487.jpg,False
Hockey,2023-24,O Pee Chee,Base,38,Bo Horvat,New York Islanders,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474488.jpg,False
Hockey,2023-24,O Pee Chee,Base,39,Reilly Smith,Vegas Golden Knights,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474489.jpg,False
Hockey,2023-24,O Pee Chee,Base,40,Matty Beniers,Seattle Kraken,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474490.jpg,False
Hockey,2023-24,O Pee Chee,Base,41,Jack Roslovic,Columbus Blue Jackets,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474491.jpg,False
Hockey,2023-24,O Pee Chee,Base,42,Juraj Slafkovsky,Montreal Canadiens,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474492.jpg,False
Hockey,2023-24,O Pee Chee,Base,43,John Gibson,Anaheim Ducks,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474493.jpg,False
Hockey,2023-24,O Pee Chee,Base,44,Dylan Larkin,Detroit Red Wings,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474494.jpg,False
Hockey,2023-24,O Pee Chee,Base,45,Kevin Hayes,Philadelphia Flyers,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474495.jpg,False
Hockey,2023-24,O Pee Chee,Base,46,Jack Quinn,Buffalo Sabres,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474496.jpg,False
Hockey,2023-24,O Pee Chee,Base,47,Andre Burakovsky,Seattle Kraken,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474497.jpg,False
Hockey,2023-24,O Pee Chee,Base,48,Quinn Hughes,Vancouver Canucks,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474498.jpg,False
Hockey,2023-24,O Pee Chee,Base,49,Alex Newhook,Colorado Avalanche,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474499.jpg,False
Hockey,2023-24,O Pee Chee,Base,50,Jack Campbell,Edmonton Oilers,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474500.jpg,False
Hockey,2023-24,O Pee Chee,Base,51,Ville Husso,Detroit Red Wings,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474501.jpg,False
Hockey,2023-24,O Pee Chee,Base,52,J.T. Miller,Vancouver Canucks,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474502.jpg,False
Hockey,2023-24,O Pee Chee,Base,53,Ilya Sorokin,New York Islanders,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474503.jpg,False
Hockey,2023-24,O Pee Chee,Base,54,Jake Guentzel,Pittsburgh Penguins,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474504.jpg,False
Hockey,2023-24,O Pee Chee,Base,55,Dawson Mercer,New Jersey Devils,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474505.jpg,False
Hockey,2023-24,O Pee Chee,Base,56,Karel Vejmelka,Arizona Coyotes,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474506.jpg,False
Hockey,2023-24,O Pee Chee,Base,57,Martin Necas,Carolina Hurricanes,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474507.jpg,False
Hockey,2023-24,O Pee Chee,Base,58,Jeremy Swayman,Boston Bruins,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474508.jpg,False
Hockey,2023-24,O Pee Chee,Base,59,Alex Pietrangelo,Vegas Golden Knights,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474509.jpg,False
Hockey,2023-24,O Pee Chee,Base,60,Max Pacioretty,Carolina Hurricanes,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474510.jpg,False
Hockey,2023-24,O Pee Chee,Base,61,Alex Tuch,Buffalo Sabres,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474511.jpg,False
Hockey,2023-24,O Pee Chee,Base,62,Seth Jones,Chicago Blackhawks,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474512.jpg,False
Hockey,2023-24,O Pee Chee,Base,63,Pyotr Kochetkov,Carolina Hurricanes,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474513.jpg,False
Hockey,2023-24,O Pee Chee,Base,64,Mikael Backlund,Calgary Flames,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474514.jpg,False
Hockey,2023-24,O Pee Chee,Base,65,Brandon Hagel,Tampa Bay Lightning,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474515.jpg,False
Hockey,2023-24,O Pee Chee,Base,66,Jake Sanderson,Ottawa Senators,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474516.jpg,False
Hockey,2023-24,O Pee Chee,Base,67,Chris Kreider,New York Rangers,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474517.jpg,False
Hockey,2023-24,O Pee Chee,Base,68,Kaiden Guhle,Montreal Canadiens,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474518.jpg,False
Hockey,2023-24,O Pee Chee,Base,69,Ryan O'Reilly,Toronto Maple Leafs,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474519.jpg,False
Hockey,2023-24,O Pee Chee,Base,70,William Eklund,San Jose Sharks,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474520.jpg,False
Hockey,2023-24,O Pee Chee,Base,71,Patrice Bergeron,Boston Bruins,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474521.jpg,False
Hockey,2023-24,O Pee Chee,Base,72,Cam Fowler,Anaheim Ducks,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474522.jpg,False
Hockey,2023-24,O Pee Chee,Base,73,Nikolaj Ehlers,Winnipeg Jets,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474523.jpg,False
Hockey,2023-24,O Pee Chee,Base,74,Dougie Hamilton,New Jersey Devils,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474524.jpg,False
Hockey,2023-24,O Pee Chee,Base,75,Jacob Markstrom,Calgary Flames,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474525.jpg,False
Hockey,2023-24,O Pee Chee,Base,76,Josh Morrissey,Winnipeg Jets,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474526.jpg,False
Hockey,2023-24,O Pee Chee,Base,77,Shane Wright,Seattle Kraken,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474527.jpg,False
Hockey,2023-24,O Pee Chee,Base,78,Jeff Skinner,Buffalo Sabres,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474528.jpg,False
Hockey,2023-24,O Pee Chee,Base,79,Tomas Hertl,San Jose Sharks,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474529.jpg,False
Hockey,2023-24,O Pee Chee,Base,80,Victor Hedman,Tampa Bay Lightning,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474530.jpg,False
Hockey,2023-24,O Pee Chee,Base,81,Kyle Connor,Winnipeg Jets,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474531.jpg,False
Hockey,2023-24,O Pee Chee,Base,82,Kevin Fiala,Los Angeles Kings,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474532.jpg,False
Hockey,2023-24,O Pee Chee,Base,83,Jordan Binnington,St. Louis Blues,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474533.jpg,False
Hockey,2023-24,O Pee Chee,Base,84,Moritz Seider,Detroit Red Wings,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474534.jpg,False
Hockey,2023-24,O Pee Chee,Base,85,Owen Power,Buffalo Sabres,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474535.jpg,False
Hockey,2023-24,O Pee Chee,Base,86,Jake Oettinger,Dallas Stars,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474536.jpg,False
Hockey,2023-24,O Pee Chee,Base,87,Matt Duchene,Nashville Predators,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474537.jpg,False
Hockey,2023-24,O Pee Chee,Base,88,Miro Heiskanen,Dallas Stars,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474538.jpg,False
Hockey,2023-24,O Pee Chee,Base,89,Andrei Vasilevskiy,Tampa Bay Lightning,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474539.jpg,False
Hockey,2023-24,O Pee Chee,Base,90,Kirby Dach,Montreal Canadiens,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474540.jpg,False
Hockey,2023-24,O Pee Chee,Base,91,Dylan Guenther,Arizona Coyotes,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474541.jpg,False
Hockey,2023-24,O Pee Chee,Base,92,Kirill Marchenko,Columbus Blue Jackets,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474542.jpg,False
Hockey,2023-24,O Pee Chee,Base,93,Cole Perfetti,Winnipeg Jets,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474543.jpg,False
Hockey,2023-24,O Pee Chee,Base,94,Mark Scheifele,Winnipeg Jets,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474544.jpg,False
Hockey,2023-24,O Pee Chee,Base,95,Colton Parayko,St. Louis Blues,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474545.jpg,False
Hockey,2023-24,O Pee Chee,Base,96,Matt Boldy,Minnesota Wild,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474546.jpg,False
Hockey,2023-24,O Pee Chee,Base,97,Michael Bunting,Toronto Maple Leafs,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474547.jpg,False
Hockey,2023-24,O Pee Chee,Base,98,Lucas Raymond,Detroit Red Wings,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474548.jpg,False
Hockey,2023-24,O Pee Chee,Base,99,Scott Laughton,Philadelphia Flyers,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474549.jpg,False
Hockey,2023-24,O Pee Chee,Base,100,Checklist,,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474550.jpg,False
Hockey,2023-24,O Pee Chee,Base,101,Auston Matthews,Toronto Maple Leafs,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474551.jpg,False
Hockey,2023-24,O Pee Chee,Base,102,Trevor Zegras,Anaheim Ducks,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474552.jpg,False
Hockey,2023-24,O Pee Chee,Base,103,David Pastrnak,Boston Bruins,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474553.jpg,False
Hockey,2023-24,O Pee Chee,Base,104,Jason Robertson,Dallas Stars,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474554.jpg,False
Hockey,2023-24,O Pee Chee,Base,105,Sidney Crosby,Pittsburgh Penguins,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474555.jpg,False
Hockey,2023-24,O Pee Chee,Base,106,Kirill Kaprizov,Minnesota Wild,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474556.jpg,False
Hockey,2023-24,O Pee Chee,Base,107,Adam Fox,New York Rangers,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474557.jpg,False
Hockey,2023-24,O Pee Chee,Base,108,Elias Pettersson,Vancouver Canucks,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474558.jpg,False
Hockey,2023-24,O Pee Chee,Base,109,Jack Eichel,Vegas Golden Knights,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474559.jpg,False
Hockey,2023-24,O Pee Chee,Base,110,Evgeni Malkin,Pittsburgh Penguins,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474560.jpg,False
Hockey,2023-24,O Pee Chee,Base,111,Anze Kopitar,Los Angeles Kings,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474561.jpg,False
Hockey,2023-24,O Pee Chee,Base,112,Artemi Panarin,New York Rangers,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474562.jpg,False
Hockey,2023-24,O Pee Chee,Base,113,Mikko Rantanen,Colorado Avalanche,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474563.jpg,False
Hockey,2023-24,O Pee Chee,Base,114,Andrei Svechnikov,Carolina Hurricanes,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474564.jpg,False
Hockey,2023-24,O Pee Chee,Base,115,Marco Rossi,Minnesota Wild,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474565.jpg,False
Hockey,2023-24,O Pee Chee,Base,116,Jonatan Berggren,Detroit Red Wings,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474566.jpg,False
Hockey,2023-24,O Pee Chee,Base,117,Roope Hintz,Dallas Stars,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474567.jpg,False
Hockey,2023-24,O Pee Chee,Base,118,Tyler Seguin,Dallas Stars,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474568.jpg,False
Hockey,2023-24,O Pee Chee,Base,119,Blake Coleman,Calgary Flames,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474569.jpg,False
Hockey,2023-24,O Pee Chee,Base,120,Yegor Sharangovich,New Jersey Devils,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474570.jpg,False
Hockey,2023-24,O Pee Chee,Base,121,Jonathan Huberdeau,Calgary Flames,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474571.jpg,False
Hockey,2023-24,O Pee Chee,Base,122,Jesper Bratt,New Jersey Devils,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474572.jpg,False
Hockey,2023-24,O Pee Chee,Base,123,Aaron Ekblad,Florida Panthers,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474573.jpg,False
Hockey,2023-24,O Pee Chee,Base,124,Adrian Kempe,Los Angeles Kings,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474574.jpg,False
Hockey,2023-24,O Pee Chee,Base,125,Seth Jarvis,Carolina Hurricanes,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474575.jpg,False
Hockey,2023-24,O Pee Chee,Base,126,Taylor Raddysh,Chicago Blackhawks,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474576.jpg,False
Hockey,2023-24,O Pee Chee,Base,127,Devon Toews,Colorado Avalanche,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474577.jpg,False
Hockey,2023-24,O Pee Chee,Base,128,Lukas Reichel,Chicago Blackhawks,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474578.jpg,False
Hockey,2023-24,O Pee Chee,Base,129,Juuse Saros,Nashville Predators,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474579.jpg,False
Hockey,2023-24,O Pee Chee,Base,130,Charlie McAvoy,Boston Bruins,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474580.jpg,False
Hockey,2023-24,O Pee Chee,Base,131,Mikhail Sergachev,Tampa Bay Lightning,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474581.jpg,False
Hockey,2023-24,O Pee Chee,Base,132,K'Andre Miller,New York Rangers,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474582.jpg,False
Hockey,2023-24,O Pee Chee,Base,133,Boone Jenner,Columbus Blue Jackets,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474583.jpg,False
Hockey,2023-24,O Pee Chee,Base,134,Erik Karlsson,San Jose Sharks,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474584.jpg,False
Hockey,2023-24,O Pee Chee,Base,135,Claude Giroux,Ottawa Senators,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474585.jpg,False
Hockey,2023-24,O Pee Chee,Base,136,Logan Couture,San Jose Sharks,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474586.jpg,False
Hockey,2023-24,O Pee Chee,Base,137,Rickard Rakell,Pittsburgh Penguins,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474587.jpg,False
Hockey,2023-24,O Pee Chee,Base,138,Gabe Vilardi,Los Angeles Kings,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474588.jpg,False
Hockey,2023-24,O Pee Chee,Base,139,Jared Spurgeon,Minnesota Wild,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474589.jpg,False
Hockey,2023-24,O Pee Chee,Base,140,Jonathan Marchessault,Vegas Golden Knights,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474590.jpg,False
Hockey,2023-24,O Pee Chee,Base,141,Brent Burns,Carolina Hurricanes,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474591.jpg,False
Hockey,2023-24,O Pee Chee,Base,142,Taylor Hall,Boston Bruins,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474592.jpg,False
Hockey,2023-24,O Pee Chee,Base,143,Sergei Bobrovsky,Florida Panthers,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474593.jpg,False
Hockey,2023-24,O Pee Chee,Base,144,William Nylander,Toronto Maple Leafs,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474594.jpg,False
Hockey,2023-24,O Pee Chee,Base,145,Logan Thompson,Vegas Golden Knights,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474595.jpg,False
Hockey,2023-24,O Pee Chee,Base,146,Brady Tkachuk,Ottawa Senators,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474596.jpg,False
Hockey,2023-24,O Pee Chee,Base,147,Patrik Laine,Columbus Blue Jackets,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474597.jpg,False
Hockey,2023-24,O Pee Chee,Base,148,Igor Shesterkin,New York Rangers,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474598.jpg,False
Hockey,2023-24,O Pee Chee,Base,149,Rasmus Dahlin,Buffalo Sabres,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474599.jpg,False
Hockey,2023-24,O Pee Chee,Base,150,Dan Vladar,Calgary Flames,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474600.jpg,False
Hockey,2023-24,O Pee Chee,Base,151,Mikael Granlund,Nashville Predators,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474601.jpg,False
Hockey,2023-24,O Pee Chee,Base,152,Tage Thompson,Buffalo Sabres,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474602.jpg,False
Hockey,2023-24,O Pee Chee,Base,153,Patrick Kane,Chicago Blackhawks,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474603.jpg,False
Hockey,2023-24,O Pee Chee,Base,154,Travis Konecny,Philadelphia Flyers,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474604.jpg,False
Hockey,2023-24,O Pee Chee,Base,155,Chandler Stephenson,Vegas Golden Knights,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474605.jpg,False
Hockey,2023-24,O Pee Chee,Base,156,Pavel Buchnevich,St. Louis Blues,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474606.jpg,False
Hockey,2023-24,O Pee Chee,Base,157,Dylan Holloway,Edmonton Oilers,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474607.jpg,False
Hockey,2023-24,O Pee Chee,Base,158,Brock Boeser,Vancouver Canucks,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474608.jpg,False
Hockey,2023-24,O Pee Chee,Base,159,Yanni Gourde,Seattle Kraken,https://www.gletech.com/StockPhotos/Hockey/2023-24/313595/front_thumb_14474609.jpg,False
